Source,Target,Weight
ALDERMAN MICHELLE A. HARRIS,ALDERMAN MICHELE SMITH,3
ALDERMAN MICHELLE A. HARRIS,ALDERMAN JOE MOORE,3
ALDERMAN MICHELLE A. HARRIS,ALDERMAN CARRIE AUSTIN,3
ALDERMAN MICHELLE A. HARRIS,ALDERMAN LESLIE HAIRSTON,3
ALDERMAN MICHELLE A. HARRIS,ALDERMAN WALTER BURNETT,3
ALDERMAN MICHELLE A. HARRIS,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN MICHELLE A. HARRIS,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN MICHELLE A. HARRIS,ALDERMAN ANTHONY BEALE,3
ALDERMAN MICHELLE A. HARRIS,ALDERMAN EDWARD M. BURKE,3
ALDERMAN MICHELLE A. HARRIS,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN MICHELLE A. HARRIS,ALDERMAN HARRY OSTERMAN,3
ALDERMAN MICHELLE A. HARRIS,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN MICHELLE A. HARRIS,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN MICHELLE A. HARRIS,"ALDERMAN WALTER BURNETT, JR.",3
WALTER BURNETT,FRIENDS OF ED BURKE,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN JAMES CAPPLEMAN,3
ALDERMAN CARRIE M. AUSTIN,FRIENDS OF EDWARD M. BURKE,3
ALDERMAN CARRIE M. AUSTIN,FRIENDS OF RAYMOND A. LOPEZ,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN PAT DOWELL,3
ALDERMAN CARRIE M. AUSTIN,FRIENDS OF MICHELLE HARRIS,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN TOM TUNNEY,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN RAYMOND LOPEZ,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN JOANN THOMPSON,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN MICHELE SMITH,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN JOE MOORE,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN CARRIE AUSTIN,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN LESLIE HAIRSTON,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN WALTER BURNETT,3
ALDERMAN CARRIE M. AUSTIN,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN CARRIE M. AUSTIN,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN ANTHONY BEALE,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN EDWARD M. BURKE,3
ALDERMAN CARRIE M. AUSTIN,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN HARRY OSTERMAN,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN CARRIE M. AUSTIN,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN CARRIE M. AUSTIN,"ALDERMAN WALTER BURNETT, JR.",3
FRIENDS OF NICHOLAS SPOSATO,CITIZENS FOR CAPPLEMAN,5
FRIENDS OF NICHOLAS SPOSATO,FRIENDS OF MICHELLE HARRIS,3
FRIENDS OF NICHOLAS SPOSATO,FRIENDS OF GEORGE A. CARDENAS,3
ALDERMAN JAMES CAPPLEMAN,FRIENDS OF EDWARD M. BURKE,3
ALDERMAN JAMES CAPPLEMAN,FRIENDS OF RAYMOND A. LOPEZ,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN PAT DOWELL,3
ALDERMAN JAMES CAPPLEMAN,FRIENDS OF MICHELLE HARRIS,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN TOM TUNNEY,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN RAYMOND LOPEZ,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN JOANN THOMPSON,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN MICHELE SMITH,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN JOE MOORE,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN CARRIE AUSTIN,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN LESLIE HAIRSTON,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN WALTER BURNETT,3
ALDERMAN JAMES CAPPLEMAN,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN JAMES CAPPLEMAN,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN ANTHONY BEALE,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN EDWARD M. BURKE,3
ALDERMAN JAMES CAPPLEMAN,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN HARRY OSTERMAN,4
ALDERMAN JAMES CAPPLEMAN,ALDERMAN EMMA MITTS,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN JAMES CAPPLEMAN,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN JAMES CAPPLEMAN,"ALDERMAN WALTER BURNETT, JR.",3
FRIENDS OF EDWARD M. BURKE,FRIENDS OF RAYMOND A. LOPEZ,5
FRIENDS OF EDWARD M. BURKE,FRIENDS OF ED BURKE,5
FRIENDS OF EDWARD M. BURKE,ALDERMAN PAT DOWELL,3
FRIENDS OF EDWARD M. BURKE,CITIZENS FOR CAPPLEMAN,5
FRIENDS OF EDWARD M. BURKE,FRIENDS OF MICHELLE HARRIS,4
FRIENDS OF EDWARD M. BURKE,ALDERMAN TOM TUNNEY,3
FRIENDS OF EDWARD M. BURKE,ALDERMAN RAYMOND LOPEZ,4
FRIENDS OF EDWARD M. BURKE,ALDERMAN JOANN THOMPSON,4
FRIENDS OF EDWARD M. BURKE,ALDERMAN MICHELE SMITH,3
FRIENDS OF EDWARD M. BURKE,ALDERMAN JOE MOORE,3
FRIENDS OF EDWARD M. BURKE,ALDERMAN CARRIE AUSTIN,3
FRIENDS OF EDWARD M. BURKE,ALDERMAN LESLIE HAIRSTON,3
FRIENDS OF EDWARD M. BURKE,ALDERMAN WALTER BURNETT,4
FRIENDS OF EDWARD M. BURKE,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
FRIENDS OF EDWARD M. BURKE,FRIENDS OF GEORGE A. CARDENAS,5
FRIENDS OF EDWARD M. BURKE,FRIENDS OF CARRIE M. AUSTIN,7
FRIENDS OF EDWARD M. BURKE,ALDERMAN ANTHONY BEALE,3
FRIENDS OF EDWARD M. BURKE,ALDERMAN EDWARD M. BURKE,3
FRIENDS OF EDWARD M. BURKE,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
FRIENDS OF EDWARD M. BURKE,ALDERMAN HARRY OSTERMAN,3
FRIENDS OF EDWARD M. BURKE,ALDERMAN RODERICK T. SAWYER,3
FRIENDS OF EDWARD M. BURKE,ALDERMAN DEBRA SILVERSTEIN,3
FRIENDS OF EDWARD M. BURKE,"ALDERMAN WALTER BURNETT, JR.",3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN PAT DOWELL,3
FRIENDS OF RAYMOND A. LOPEZ,FRIENDS OF MICHELLE HARRIS,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN TOM TUNNEY,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN RAYMOND LOPEZ,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN JOANN THOMPSON,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN MICHELE SMITH,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN JOE MOORE,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN CARRIE AUSTIN,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN LESLIE HAIRSTON,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN WALTER BURNETT,3
FRIENDS OF RAYMOND A. LOPEZ,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
FRIENDS OF RAYMOND A. LOPEZ,FRIENDS OF GEORGE A. CARDENAS,3
FRIENDS OF RAYMOND A. LOPEZ,FRIENDS OF CARRIE M. AUSTIN,5
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN ANTHONY BEALE,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN EDWARD M. BURKE,3
FRIENDS OF RAYMOND A. LOPEZ,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN HARRY OSTERMAN,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN RODERICK T. SAWYER,3
FRIENDS OF RAYMOND A. LOPEZ,ALDERMAN DEBRA SILVERSTEIN,3
FRIENDS OF RAYMOND A. LOPEZ,"ALDERMAN WALTER BURNETT, JR.",3
FRIENDS OF ED BURKE,CITIZENS FOR CAPPLEMAN,4
FRIENDS OF ED BURKE,CITIZENS FOR CARRIE AUSTIN,3
FRIENDS OF ED BURKE,FRIENDS OF RAY LOPEZ,3
ALDERMAN PAT DOWELL,FRIENDS OF MICHELLE HARRIS,4
ALDERMAN PAT DOWELL,ALDERMAN TOM TUNNEY,3
ALDERMAN PAT DOWELL,ALDERMAN RAYMOND LOPEZ,3
ALDERMAN PAT DOWELL,ALDERMAN JOANN THOMPSON,3
ALDERMAN PAT DOWELL,ALDERMAN MICHELE SMITH,3
ALDERMAN PAT DOWELL,ALDERMAN JOE MOORE,3
ALDERMAN PAT DOWELL,ALDERMAN CARRIE AUSTIN,3
ALDERMAN PAT DOWELL,ALDERMAN LESLIE HAIRSTON,4
ALDERMAN PAT DOWELL,ALDERMAN WALTER BURNETT,3
ALDERMAN PAT DOWELL,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN PAT DOWELL,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN PAT DOWELL,ALDERMAN ANTHONY BEALE,3
ALDERMAN PAT DOWELL,ALDERMAN EDWARD M. BURKE,3
ALDERMAN PAT DOWELL,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN PAT DOWELL,ALDERMAN HARRY OSTERMAN,3
ALDERMAN PAT DOWELL,ALDERMAN EMMA MITTS,4
ALDERMAN PAT DOWELL,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN PAT DOWELL,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN PAT DOWELL,"ALDERMAN WALTER BURNETT, JR.",3
CITIZENS FOR CAPPLEMAN,FRIENDS OF MICHELLE HARRIS,6
CITIZENS FOR CAPPLEMAN,FRIENDS OF GEORGE A CARDENAS,3
CITIZENS FOR CAPPLEMAN,FRIENDS OF PATRICK D. THOMPSON,5
CITIZENS FOR CAPPLEMAN,FRIENDS OF EDWARD BURKE,3
CITIZENS FOR CAPPLEMAN,FRIENDS OF GREG MITCHELL,3
CITIZENS FOR CAPPLEMAN,FRIENDS OF RODERICK T SAWYER,3
CITIZENS FOR CAPPLEMAN,CITIZENS FOR ARIEL REBOYRAS,3
CITIZENS FOR CAPPLEMAN,FRIENDS OF GEORGE A. CARDENAS,6
CITIZENS FOR CAPPLEMAN,FRIENDS OF CARRIE M. AUSTIN,4
CITIZENS FOR CAPPLEMAN,CITIZENS FOR MICHAEL SCOTT JR.,3
CITIZENS FOR CAPPLEMAN,"COMMITTEE TO ELECT HOWARD BROOKINS, JR.",3
CITIZENS FOR CAPPLEMAN,FRIENDS OF DEBRA SILVERSTEIN,3
CITIZENS FOR CAPPLEMAN,FRIENDS OF EDWARD M BURKE,3
CITIZENS FOR CAPPLEMAN,CITIZENS FOR BRENDAN REILLY,4
CITIZENS FOR CAPPLEMAN,FRIENDS OF TABARES,3
CITIZENS FOR CAPPLEMAN,CITIZENS FOR JAMES CAPPLEMAN,3
CITIZENS FOR CAPPLEMAN,"COMMITTEE TO ELECT HOWARD B. BROOKINS, JR.",3
COMMITTEE TO ELECT HOWARD BROOKINS,CITIZENS FOR CARRIE AUSTIN,3
FRIENDS OF MICHELLE HARRIS,CITIZENS FOR CARRIE AUSTIN,4
FRIENDS OF MICHELLE HARRIS,ALDERMAN TOM TUNNEY,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN RAYMOND LOPEZ,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN JOANN THOMPSON,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN MICHELE SMITH,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN JOE MOORE,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN CARRIE AUSTIN,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN LESLIE HAIRSTON,3
FRIENDS OF MICHELLE HARRIS,FRIENDS OF GREG MITCHELL,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN WALTER BURNETT,4
FRIENDS OF MICHELLE HARRIS,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
FRIENDS OF MICHELLE HARRIS,FRIENDS OF CARRIE M. AUSTIN,4
FRIENDS OF MICHELLE HARRIS,ALDERMAN ANTHONY BEALE,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN EDWARD M. BURKE,3
FRIENDS OF MICHELLE HARRIS,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN HARRY OSTERMAN,3
FRIENDS OF MICHELLE HARRIS,"COMMITTEE TO ELECT HOWARD BROOKINS, JR.",3
FRIENDS OF MICHELLE HARRIS,ALDERMAN EMMA MITTS,3
FRIENDS OF MICHELLE HARRIS,FRIENDS OF DEBRA SILVERSTEIN,3
FRIENDS OF MICHELLE HARRIS,ERVIN FOR COMMITTEEMAN,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN RODERICK T. SAWYER,3
FRIENDS OF MICHELLE HARRIS,ALDERMAN DEBRA SILVERSTEIN,3
FRIENDS OF MICHELLE HARRIS,"ALDERMAN WALTER BURNETT, JR.",3
CITIZENS FOR CARRIE AUSTIN,FRIENDS OF JOANN THOMPSON,6
ALDERMAN TOM TUNNEY,ALDERMAN RAYMOND LOPEZ,3
ALDERMAN TOM TUNNEY,ALDERMAN JOANN THOMPSON,3
ALDERMAN TOM TUNNEY,ALDERMAN MICHELE SMITH,3
ALDERMAN TOM TUNNEY,ALDERMAN JOE MOORE,3
ALDERMAN TOM TUNNEY,ALDERMAN CARRIE AUSTIN,3
ALDERMAN TOM TUNNEY,ALDERMAN LESLIE HAIRSTON,3
ALDERMAN TOM TUNNEY,ALDERMAN WALTER BURNETT,3
ALDERMAN TOM TUNNEY,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN TOM TUNNEY,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN TOM TUNNEY,ALDERMAN ANTHONY BEALE,3
ALDERMAN TOM TUNNEY,ALDERMAN EDWARD M. BURKE,3
ALDERMAN TOM TUNNEY,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN TOM TUNNEY,ALDERMAN HARRY OSTERMAN,3
ALDERMAN TOM TUNNEY,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN TOM TUNNEY,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN TOM TUNNEY,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN RAYMOND LOPEZ,ALDERMAN JOANN THOMPSON,4
ALDERMAN RAYMOND LOPEZ,ALDERMAN MICHELE SMITH,3
ALDERMAN RAYMOND LOPEZ,ALDERMAN JOE MOORE,3
ALDERMAN RAYMOND LOPEZ,ALDERMAN CARRIE AUSTIN,3
ALDERMAN RAYMOND LOPEZ,ALDERMAN LESLIE HAIRSTON,3
ALDERMAN RAYMOND LOPEZ,ALDERMAN WALTER BURNETT,3
ALDERMAN RAYMOND LOPEZ,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN RAYMOND LOPEZ,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN RAYMOND LOPEZ,ALDERMAN ANTHONY BEALE,3
ALDERMAN RAYMOND LOPEZ,ALDERMAN EDWARD M. BURKE,3
ALDERMAN RAYMOND LOPEZ,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN RAYMOND LOPEZ,ALDERMAN HARRY OSTERMAN,3
ALDERMAN RAYMOND LOPEZ,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN RAYMOND LOPEZ,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN RAYMOND LOPEZ,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN JOANN THOMPSON,ALDERMAN MICHELE SMITH,3
ALDERMAN JOANN THOMPSON,ALDERMAN JOE MOORE,3
ALDERMAN JOANN THOMPSON,ALDERMAN CARRIE AUSTIN,3
ALDERMAN JOANN THOMPSON,ALDERMAN LESLIE HAIRSTON,3
ALDERMAN JOANN THOMPSON,ALDERMAN WALTER BURNETT,3
ALDERMAN JOANN THOMPSON,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN JOANN THOMPSON,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN JOANN THOMPSON,ALDERMAN ANTHONY BEALE,4
ALDERMAN JOANN THOMPSON,ALDERMAN EDWARD M. BURKE,3
ALDERMAN JOANN THOMPSON,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN JOANN THOMPSON,ALDERMAN HARRY OSTERMAN,3
ALDERMAN JOANN THOMPSON,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN JOANN THOMPSON,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN JOANN THOMPSON,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN MICHELE SMITH,ALDERMAN JOE MOORE,3
ALDERMAN MICHELE SMITH,ALDERMAN CARRIE AUSTIN,3
ALDERMAN MICHELE SMITH,ALDERMAN LESLIE HAIRSTON,3
ALDERMAN MICHELE SMITH,ALDERMAN WALTER BURNETT,3
ALDERMAN MICHELE SMITH,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN MICHELE SMITH,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN MICHELE SMITH,ALDERMAN ANTHONY BEALE,3
ALDERMAN MICHELE SMITH,ALDERMAN EDWARD M. BURKE,3
ALDERMAN MICHELE SMITH,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN MICHELE SMITH,ALDERMAN HARRY OSTERMAN,3
ALDERMAN MICHELE SMITH,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN MICHELE SMITH,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN MICHELE SMITH,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN JOE MOORE,ALDERMAN CARRIE AUSTIN,3
ALDERMAN JOE MOORE,ALDERMAN LESLIE HAIRSTON,3
ALDERMAN JOE MOORE,ALDERMAN WALTER BURNETT,3
ALDERMAN JOE MOORE,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN JOE MOORE,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN JOE MOORE,ALDERMAN ANTHONY BEALE,3
ALDERMAN JOE MOORE,ALDERMAN EDWARD M. BURKE,3
ALDERMAN JOE MOORE,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN JOE MOORE,ALDERMAN HARRY OSTERMAN,3
ALDERMAN JOE MOORE,ALD PAT DOWELL,3
ALDERMAN JOE MOORE,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN JOE MOORE,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN JOE MOORE,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN CARRIE AUSTIN,ALDERMAN LESLIE HAIRSTON,4
ALDERMAN CARRIE AUSTIN,ALDERMAN WALTER BURNETT,5
ALDERMAN CARRIE AUSTIN,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN CARRIE AUSTIN,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN CARRIE AUSTIN,ALDERMAN ANTHONY BEALE,3
ALDERMAN CARRIE AUSTIN,ALDERMAN EDWARD M. BURKE,3
ALDERMAN CARRIE AUSTIN,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN CARRIE AUSTIN,ALDERMAN HARRY OSTERMAN,3
ALDERMAN CARRIE AUSTIN,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN CARRIE AUSTIN,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN CARRIE AUSTIN,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN LESLIE HAIRSTON,ALDERMAN WALTER BURNETT,3
ALDERMAN LESLIE HAIRSTON,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN LESLIE HAIRSTON,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN LESLIE HAIRSTON,ALDERMAN ANTHONY BEALE,3
ALDERMAN LESLIE HAIRSTON,ALDERMAN EDWARD M. BURKE,3
ALDERMAN LESLIE HAIRSTON,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN LESLIE HAIRSTON,ALDERMAN HARRY OSTERMAN,3
ALDERMAN LESLIE HAIRSTON,ALDERMAN EMMA MITTS,3
ALDERMAN LESLIE HAIRSTON,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN LESLIE HAIRSTON,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN LESLIE HAIRSTON,"ALDERMAN WALTER BURNETT, JR.",3
FRIENDS OF GREG MITCHELL,FRIENDS OF TABARES,3
ALDERMAN WALTER BURNETT,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
ALDERMAN WALTER BURNETT,FRIENDS OF CARRIE M. AUSTIN,3
ALDERMAN WALTER BURNETT,ALDERMAN ANTHONY BEALE,3
ALDERMAN WALTER BURNETT,ALDERMAN EDWARD M. BURKE,3
ALDERMAN WALTER BURNETT,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN WALTER BURNETT,ALDERMAN HARRY OSTERMAN,3
ALDERMAN WALTER BURNETT,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN WALTER BURNETT,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN WALTER BURNETT,"ALDERMAN WALTER BURNETT, JR.",3
24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,FRIENDS OF CARRIE M. AUSTIN,3
24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,ALDERMAN ANTHONY BEALE,3
24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,ALDERMAN EDWARD M. BURKE,3
24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,ALDERMAN HARRY OSTERMAN,3
24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,ALDERMAN RODERICK T. SAWYER,3
24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,ALDERMAN DEBRA SILVERSTEIN,3
24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,"ALDERMAN WALTER BURNETT, JR.",3
FRIENDS OF GEORGE A. CARDENAS,FRIENDS OF CARRIE M. AUSTIN,3
FRIENDS OF CARRIE M. AUSTIN,ALDERMAN ANTHONY BEALE,3
FRIENDS OF CARRIE M. AUSTIN,ALDERMAN EDWARD M. BURKE,3
FRIENDS OF CARRIE M. AUSTIN,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
FRIENDS OF CARRIE M. AUSTIN,ALDERMAN HARRY OSTERMAN,3
FRIENDS OF CARRIE M. AUSTIN,ALDERMAN RODERICK T. SAWYER,3
FRIENDS OF CARRIE M. AUSTIN,ALDERMAN DEBRA SILVERSTEIN,3
FRIENDS OF CARRIE M. AUSTIN,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN ANTHONY BEALE,ALDERMAN EDWARD M. BURKE,3
ALDERMAN ANTHONY BEALE,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN ANTHONY BEALE,ALDERMAN HARRY OSTERMAN,3
ALDERMAN ANTHONY BEALE,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN ANTHONY BEALE,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN ANTHONY BEALE,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN EDWARD M. BURKE,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
ALDERMAN EDWARD M. BURKE,ALDERMAN HARRY OSTERMAN,3
ALDERMAN EDWARD M. BURKE,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN EDWARD M. BURKE,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN EDWARD M. BURKE,"ALDERMAN WALTER BURNETT, JR.",3
THE BURNHAM COMMITTEE ALDERMAN ED BURKE,ALDERMAN HARRY OSTERMAN,3
THE BURNHAM COMMITTEE ALDERMAN ED BURKE,ALDERMAN RODERICK T. SAWYER,3
THE BURNHAM COMMITTEE ALDERMAN ED BURKE,ALDERMAN DEBRA SILVERSTEIN,3
THE BURNHAM COMMITTEE ALDERMAN ED BURKE,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN HARRY OSTERMAN,ALDERMAN RODERICK T. SAWYER,3
ALDERMAN HARRY OSTERMAN,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN HARRY OSTERMAN,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN RODERICK T. SAWYER,ALDERMAN DEBRA SILVERSTEIN,3
ALDERMAN RODERICK T. SAWYER,"ALDERMAN WALTER BURNETT, JR.",3
ALDERMAN DEBRA SILVERSTEIN,"ALDERMAN WALTER BURNETT, JR.",3
